1000 3 3
2.59689 0.418399 1.99568 0
3.87517 2.19955 1.89152 0
2.19529 1.72437 2.11658 0
1.00221 2.85864 2.29692 0
2.23698 3.461 2.61306 0
0.579015 3.01962 2.12945 0
2.40652 0.884768 1.55232 0
1.83338 1.59379 1.65424 0
0.848696 3.59792 2.25696 0
2.14125 3.01669 3.39691 0
2.165 1.0484 1.87459 0
1.08253 3.16983 2.25403 0
2.44677 2.25322 -0.0232028 0
1.32625 1.85208 0.943613 0
0.442766 1.93541 1.99779 0
1.96435 2.84886 1.81986 0
4.20072 2.27103 1.55786 0
1.643 0.383867 1.79072 0
1.93238 1.97223 3.11875 0
2.9846 1.59858 2.30804 0
0.899971 2.94021 0.71636 0
2.09476 1.30593 1.88968 0
1.62065 2.39169 1.58658 0
0.508874 1.52106 2.23824 0
4.34485 0.989304 2.78607 0
0.831146 0.974384 2.02825 0
1.9378 2.51116 1.385 0
4.79501 1.18084 1.62568 0
1.05756 0.217256 -0.522076 0
2.92867 2.8776 2.89948 0
2.40286 1.50316 1.84883 0
0.574854 2.76353 2.48949 0
0.388573 1.90716 1.57978 0
-0.0873173 2.13189 1.63673 0
1.52098 2.84403 3.10488 0
2.24855 1.19841 0.465805 0
1.83314 0.707475 0.884597 0
1.34326 2.69304 1.90244 0
2.97108 1.66207 1.87326 0
-1.03825 3.13725 3.00769 0
7.68556 4.74988 7.45682 1
5.13596 5.27808 7.2318 1
6.77995 5.2807 6.02257 1
4.63216 6.27527 5.42453 1
4.19157 5.78675 4.87632 1
3.15886 7.72774 6.81768 1
6.56569 6.06208 6.16048 1
4.00212 5.74033 5.58963 1
5.80926 6.469 5.96361 1
6.43316 6.44538 4.78117 1
6.22176 6.5017 4.78934 1
3.65089 6.7162 5.8032 1
7.79313 6.18463 6.4251 1
6.06644 6.57183 5.93229 1
5.50545 4.90147 7.46214 1
4.86008 3.93009 7.20887 1
4.83688 4.75843 5.45764 1
6.00156 5.29927 5.49927 1
5.5933 6.10834 4.41678 1
6.14061 7.37269 5.50293 1
7.61331 6.84121 4.55827 1
4.46577 7.55193 6.59827 1
6.37126 7.65766 6.57294 1
5.59698 5.59569 6.93911 1
5.64842 5.79019 6.03093 1
6.13783 6.10573 6.41289 1
5.24814 7.91632 6.43908 1
4.375 7.33143 4.98678 1
6.89836 6.52921 7.7843 1
5.74297 5.13486 5.32766 1
6.71621 5.90638 7.02897 1
4.86779 5.09716 6.30286 1
7.41491 7.03965 6.0663 1
4.81293 5.73937 5.45864 1
6.30303 7.48813 6.01587 1
6.5124 7.92352 6.12865 1
6.11394 4.64568 5.84559 1
3.94895 6.28129 7.29144 1
6.79805 4.83603 5.9101 1
4.65616 6.66983 5.4515 1
6.67049 6.19229 6.51315 1
7.31568 4.25111 6.26825 1
6.80147 7.22768 6.28498 1
5.31122 6.35478 4.07462 1
7.06195 6.79978 5.82261 1
6.59376 5.45885 6.12253 1
5.01045 6.14406 4.3435 1
5.07774 4.65918 7.14818 1
5.58633 6.41144 5.8317 1
6.69016 5.58449 6.76659 1
5.44281 5.27066 5.77992 1
6.82716 5.24794 6.7099 1
6.70999 5.55227 6.16962 1
6.95595 5.92907 5.54224 1
6.37892 7.28901 4.79279 1
6.52571 6.88999 8.98889 1
6.8133 7.37014 5.78121 1
6.68023 5.48531 5.79287 1
5.1813 5.89156 4.66843 1
8.08739 6.68104 6.12581 1
6.66064 5.90703 6.18514 1
4.34139 6.04217 6.10819 1
5.7164 5.22825 7.75735 1
6.79198 7.75293 6.54713 1
5.37105 8.18921 5.8719 1
7.29747 7.22192 4.9589 1
3.9777 7.21509 6.17526 1
3.68292 7.11323 6.82649 1
7.52172 5.6829 5.55886 1
7.60726 6.94707 6.49226 1
7.99298 5.61126 4.45025 1
5.07442 4.98845 4.36356 1
5.80527 5.61255 3.48584 1
5.83311 6.86472 6.38102 1
4.00488 6.40136 5.72133 1
6.60927 7.0473 5.98475 1
3.84977 8.76484 5.52444 1
3.51425 4.22267 4.33299 1
6.77649 5.05467 5.74738 1
5.40961 6.25322 5.19668 1
6.46835 5.41402 6.27775 1
7.2025 6.93549 6.63508 1
6.22449 2.67566 5.08271 1
5.74377 5.61529 7.25198 1
6.74907 6.11973 5.46992 1
6.91583 6.59679 7.05212 1
6.55426 4.09749 5.83075 1
5.3104 7.6085 6.48246 1
4.79181 5.54993 6.24218 1
4.63911 5.81027 5.73051 1
5.17622 7.8519 7.04017 1
5.40855 6.28797 4.77095 1
8.08407 5.17304 6.48157 1
6.60262 6.02107 5.86907 1
5.49235 5.99497 6.2137 1
4.78396 6.47322 4.58197 1
6.21955 7.73552 8.11381 1
7.07527 7.71667 6.45483 1
5.15599 7.33612 4.17356 1
6.5455 5.91168 7.06676 1
3.05509 7.09802 5.45086 1
4.65909 5.3927 7.76677 1
4.76969 6.60057 4.80912 1
4.7741 5.5221 8.07029 1
4.65386 6.38244 6.38405 1
7.93696 7.10075 5.09073 1
6.27291 6.47396 5.10205 1
6.64221 7.7782 6.14975 1
6.31818 7.19526 6.80798 1
4.8828 7.33137 7.72703 1
5.63991 5.8426 5.90571 1
4.60737 6.6186 4.4376 1
6.90235 6.0776 8.18519 1
5.3389 6.07478 5.08111 1
6.09001 7.50884 7.42979 1
6.37814 6.5801 3.68912 1
5.54014 5.56002 5.56488 1
6.58393 6.43768 6.13616 1
5.73836 6.13977 2.48815 1
6.24622 6.74077 4.08974 1
4.93707 7.20545 7.091 1
7.16856 5.50869 6.91864 1
7.65108 5.50631 5.15241 1
7.42226 5.30057 5.5492 1
8.83794 5.62314 6.35127 1
5.1949 5.34913 6.33516 1
5.70337 5.79941 6.06113 1
5.14008 6.15373 4.68638 1
5.48693 5.07044 4.98127 1
6.74915 5.27961 6.10521 1
6.18435 6.14679 6.37813 1
6.18868 4.72786 3.74953 1
6.44788 7.06813 6.96216 1
5.66237 6.36539 5.30952 1
7.331 8.62097 4.46386 1
7.57701 6.04078 5.58592 1
7.44012 4.9704 5.95506 1
6.49945 6.58178 6.21038 1
6.49499 7.31632 5.96302 1
5.42963 5.45843 5.60293 1
7.38513 6.87545 3.90735 1
6.19965 4.85074 7.26161 1
6.72304 7.89302 5.32911 1
6.12138 6.59756 5.96342 1
7.06987 4.87316 3.1685 1
5.05766 5.48165 5.64736 1
4.41378 6.05924 4.59323 1
6.07873 5.80415 7.2605 1
8.01837 6.64016 5.68655 1
6.10131 5.6 5.62162 1
4.80514 5.92379 6.76165 1
4.40143 6.5642 4.18014 1
5.67731 6.27632 7.26476 1
4.40079 5.98872 5.96022 1
5.50864 5.98292 4.80844 1
5.40103 6.48007 7.92343 1
5.53786 5.47823 7.40595 1
5.37339 7.70399 6.44144 1
4.50576 5.21884 8.3782 1
5.99331 8.56325 6.2885 1
4.7907 6.74016 5.08221 1
7.07454 6.61618 5.26525 1
5.75934 5.42016 6.14467 1
7.37996 4.92896 4.94516 1
4.75479 4.99166 6.42982 1
7.62177 4.87663 5.33842 1
5.03342 6.86921 4.49495 1
6.02134 7.97222 7.15133 1
5.46231 5.63968 5.88677 1
6.08802 3.64937 4.96921 1
6.18868 5.48814 4.98457 1
5.65464 5.18338 6.86032 1
7.08813 6.25619 6.73046 1
5.97094 5.85651 6.46374 1
5.83591 2.4848 5.45041 1
5.16389 7.28473 5.42063 1
6.70789 5.8504 7.51788 1
6.55311 6.87464 7.41296 1
5.15441 7.92238 4.61267 1
5.6653 6.25044 6.36107 1
8.2322 7.93872 5.67018 1
5.98243 4.72605 6.20841 1
4.85694 6.37501 5.19897 1
5.45869 8.89811 6.28128 1
5.38617 5.81164 6.5117 1
4.37296 5.58828 6.35058 1
4.68046 5.78243 6.16383 1
6.80844 4.95007 6.6132 1
5.75158 4.60954 7.04184 1
5.19934 5.04857 6.80808 1
3.64594 5.87486 3.95228 1
5.77599 5.50072 4.5476 1
7.04149 6.10871 5.48965 1
5.19142 4.30804 6.02086 1
4.49071 6.17848 5.65754 1
7.46436 6.03307 5.64099 1
8.00628 7.36774 5.55498 1
6.5036 6.09827 5.7462 1
6.80935 4.3217 5.58665 1
5.48246 6.61086 6.48239 1
5.72796 5.95818 6.33756 1
6.38536 5.42854 7.31451 1
3.90531 7.57524 6.21183 1
6.12719 5.55004 4.95716 1
3.99924 6.22294 4.74502 1
5.93775 6.95634 7.27713 1
6.46817 5.4737 7.07906 1
5.90224 5.24419 4.88353 1
6.30461 6.39168 4.65677 1
5.30395 7.04019 6.40876 1
5.69446 4.46397 5.36082 1
4.76799 6.41184 6.65412 1
4.34579 6.41543 5.95608 1
4.29696 5.47239 6.04345 1
5.25912 5.45103 5.61332 1
6.0102 5.72252 5.70613 1
7.60644 4.78916 4.04268 1
6.00136 5.80576 4.97016 1
7.12905 6.81253 5.31782 1
4.21396 5.88427 8.09189 1
7.29733 6.95608 5.90074 1
5.9356 6.11233 5.63921 1
5.27319 4.56151 5.297 1
6.51607 6.63017 5.71704 1
5.96244 7.17785 5.78607 1
4.67128 7.43843 5.99228 1
4.36513 4.96106 6.32638 1
6.70733 8.27478 4.94987 1
7.83135 6.19437 5.49109 1
3.69356 6.6529 5.903 1
3.6865 7.03161 7.02904 1
7.91143 6.72461 6.6507 1
4.11573 6.76394 6.97887 1
4.82809 6.29654 5.01493 1
5.66843 7.62085 6.84974 1
5.68221 7.57052 4.86218 1
4.11705 5.47713 6.57834 1
6.27296 6.55253 6.3874 1
6.12658 6.80174 8.64591 1
6.71977 7.53863 6.13249 1
5.62626 7.48273 5.15022 1
4.54786 5.56316 7.21683 1
6.73159 5.97484 6.35463 1
7.18582 5.80052 6.12291 1
5.3861 5.17436 7.34391 1
6.8573 5.45331 5.09447 1
5.51984 4.98747 5.7003 1
5.38626 6.71888 6.60615 1
6.34225 6.79637 5.57094 1
5.37974 6.4215 5.26492 1
6.86326 5.71076 5.62339 1
6.54926 8.62213 7.4254 1
3.82685 5.80423 6.92712 1
4.51706 6.06808 4.67983 1
6.05657 5.44835 7.08853 1
5.36552 5.42801 3.58165 1
6.2609 6.95541 4.61672 1
5.78469 5.15578 6.11132 1
6.35623 7.45254 6.8684 1
5.92698 6.50944 5.61061 1
5.34234 5.50438 6.457 1
4.55106 7.24636 5.66254 1
7.69021 7.20268 6.96891 1
5.57721 4.75477 7.25719 1
5.68695 6.33866 7.40152 1
7.63362 5.06886 6.95835 1
5.24758 7.80302 6.13052 1
6.12877 4.93888 8.74048 1
7.0943 5.46646 5.48813 1
6.34183 5.28657 6.56051 1
8.49604 6.70195 7.12845 1
5.90256 4.61885 4.1597 1
7.11351 7.36884 5.95847 1
5.57758 5.07125 5.25391 1
6.76082 4.28957 4.02965 1
6.2472 6.92815 4.75662 1
4.59285 4.65247 4.51421 1
6.44945 3.46958 5.92092 1
6.77009 6.73764 5.09046 1
5.86904 6.52929 5.72513 1
5.84396 6.21879 3.72104 1
6.12929 5.80619 5.97034 1
6.17961 6.27905 7.0135 1
7.76806 5.482 5.59037 1
6.21708 6.10225 5.86556 1
5.72013 7.18062 4.49079 1
8.15254 5.3653 6.07253 1
6.77327 5.93968 6.18388 1
5.53439 4.28636 5.16345 1
4.46318 5.42533 7.43082 1
6.67352 6.53723 6.81441 1
6.78582 7.59162 6.21914 1
7.63681 7.25517 5.63799 1
8.54269 6.34031 5.98377 1
5.83337 5.80103 5.68894 1
6.30017 5.36143 5.76206 1
7.15054 6.47248 5.21091 1
5.07941 5.98092 5.96086 1
6.35179 5.11215 6.0061 1
6.00559 6.28595 5.2671 1
6.17585 6.44284 5.0634 1
4.1957 5.70439 6.2727 1
5.95921 5.99945 6.20476 1
4.74019 4.22257 5.1852 1
5.23123 6.56136 5.55679 1
7.17393 7.42614 6.53823 1
6.26634 6.67683 7.86214 1
4.43029 6.16915 5.5473 1
7.87792 6.59372 6.37107 1
8.17543 4.37542 5.19122 1
6.60669 5.99627 4.80214 1
6.00716 5.36249 5.52418 1
5.14573 7.51226 6.3698 1
3.94997 6.66714 6.11689 1
6.40287 5.08234 5.53274 1
7.01702 5.90207 8.49344 1
5.65405 5.33791 4.66907 1
7.4648 7.38048 5.15917 1
7.56819 5.88655 4.73503 1
6.93351 6.4459 6.63558 1
4.72549 6.63565 6.07099 1
5.60577 4.5459 5.17324 1
5.99359 4.28634 6.11623 1
7.52079 7.61287 4.16239 1
6.18125 5.67766 6.35036 1
7.85372 6.01087 7.75205 1
6.06745 6.85587 6.35713 1
6.98196 5.71382 4.85891 1
6.31885 5.38735 4.03794 1
4.8603 5.18779 5.73168 1
5.63217 7.3951 5.33267 1
5.97419 6.2631 4.59865 1
5.07705 5.44704 5.92592 1
10.1679 11.2819 10.3575 2
9.68932 11.4937 10.6162 2
7.42344 9.38658 9.97465 2
9.19702 10.1747 9.83169 2
10.0932 9.55282 9.88097 2
10.7239 10.3805 8.81314 2
11.2435 11.9672 9.76288 2
8.72825 10.9535 10.7195 2
9.7572 9.62456 10.433 2
9.28637 8.68607 9.97324 2
8.00312 9.79831 10.3816 2
8.38826 9.9454 10.082 2
9.34769 8.42679 10.6462 2
9.12168 10.6593 9.84347 2
9.4897 11.2829 9.18172 2
9.57709 9.03956 9.52813 2
9.30375 10.2682 10.5489 2
9.73118 10.4379 10.9896 2
9.73126 11.3992 9.90387 2
9.41627 10.2429 9.34878 2
10.176 9.95512 9.24522 2
10.1716 10.6954 8.72811 2
10.2594 8.37473 9.15353 2
10.0809 9.49701 8.93161 2
11.588 10.8114 9.80407 2
10.4731 9.7727 9.80061 2
10.589 8.70152 8.47445 2
10.3654 9.24027 10.1297 2
10.5617 7.8619 9.92123 2
9.07034 10.5966 10.4731 2
8.75179 9.36028 9.45396 2
8.59908 9.98027 11.0595 2
8.91341 10.9512 10.1196 2
8.24744 9.61282 9.33799 2
11.5808 10.1444 9.83384 2
12.452 11.4699 10.6296 2
8.139 11.2046 9.45521 2
10.9657 11.0727 9.6386 2
10.7692 8.90933 9.2075 2
9.68842 8.92936 10.7872 2
11.3723 10.92 9.49055 2
10.1656 10.7578 8.26088 2
9.74238 11.6604 10.5966 2
10.6081 9.16103 9.91707 2
9.08104 9.31172 8.58045 2
11.089 9.90179 8.66233 2
9.77112 10.1985 9.5675 2
10.5599 9.55106 9.45336 2
10.1045 11.7455 11.2444 2
9.23885 8.08758 10.4244 2
8.63032 7.96435 9.20617 2
10.4535 9.93128 9.75826 2
9.20533 12.2708 9.14301 2
10.5043 11.1736 10.334 2
10.3018 11.4767 11.2008 2
10.0614 10.6944 8.50327 2
11.5481 11.2077 11.6947 2
11.9753 9.4336 10.2882 2
10.2532 10.319 10.208 2
11.0925 9.31071 9.93553 2
10.2836 9.18063 11.2889 2
9.45882 12.1972 10.4826 2
11.5806 11.0183 10.175 2
9.49652 9.42783 10.7616 2
9.75942 9.2485 9.21662 2
11.1773 10.141 10.5935 2
9.8935 10.4142 10.4453 2
12.4485 10.176 9.17839 2
10.2889 9.98767 10.6496 2
9.91462 8.56638 9.75939 2
10.4451 9.9044 8.02588 2
11.2104 8.80062 9.10691 2
10.6951 9.88459 8.77416 2
9.80994 9.85406 7.88119 2
10.0078 9.6278 10.1327 2
11.4982 8.47892 9.89662 2
9.35272 9.75044 9.94479 2
10.3238 11.8927 9.39811 2
10.2008 10.876 10.8963 2
8.37336 10.1172 11.1539 2
9.79893 10.8029 10.6691 2
8.92323 9.43131 11.7133 2
11.2682 8.79622 8.92761 2
9.2308 9.96779 9.29486 2
9.89092 10.572 9.40013 2
6.43748 8.8982 10.088 2
9.00372 9.76149 10.903 2
11.0856 7.52879 10.9682 2
10.89 9.32747 10.0706 2
9.91631 9.13387 10.1594 2
10.8837 8.58811 11.4079 2
8.44829 11.6368 11.1807 2
10.1511 11.5439 9.86452 2
10.6931 10.2253 11.4375 2
12.7533 11.219 8.1698 2
11.1894 10.1099 9.49721 2
9.75113 9.74923 11.2214 2
9.21489 12.0127 10.6216 2
10.6233 9.68151 10.2757 2
11.2533 12.0339 9.34832 2
10.999 8.65341 9.87133 2
10.8457 8.63841 10.7599 2
9.36024 11.1296 11.6715 2
10.6236 11.3908 10.0181 2
8.46418 10.4048 7.63422 2
11.0739 10.1015 9.93468 2
8.51018 9.88776 11.886 2
10.652 8.6268 9.53944 2
10.7613 9.46448 9.26562 2
10.4495 10.1905 10.6791 2
9.70356 10.3792 11.2201 2
10.3291 10.8703 9.27046 2
9.19277 9.639 10.6902 2
9.5432 11.3884 9.55252 2
9.28665 10.5678 9.61211 2
10.5301 9.1446 10.7373 2
10.6644 10.2618 9.74125 2
10.0984 11.9684 10.3879 2
8.77773 11.0806 9.67732 2
8.59736 8.63513 9.75937 2
9.37289 8.92099 9.61169 2
8.89649 10.3038 10.7689 2
7.63643 9.7983 9.96003 2
11.4902 10.339 9.44992 2
8.97345 11.3611 7.51659 2
10.3435 10.0799 10.8335 2
10.0607 9.65235 11.5607 2
9.38323 10.3094 8.85104 2
11.4903 9.05623 9.80904 2
10.2404 9.01826 10.3194 2
9.74061 8.41961 10.3812 2
8.7676 11.9717 7.28427 2
8.80692 9.09017 9.74321 2
10.2169 11.3322 10.4093 2
8.44431 8.37657 9.48651 2
12.2799 11.1836 9.33074 2
8.57134 9.12564 11.0091 2
10.1917 8.67634 9.12687 2
10.6126 10.2504 8.49958 2
11.5347 10.0326 10.0887 2
10.6398 10.6105 9.87346 2
9.97544 9.70442 10.0731 2
10.7924 11.4491 9.89154 2
10.5387 10.7401 10.8654 2
9.69022 10.4026 11.0434 2
11.1044 11.08 10.4008 2
9.33103 9.70404 9.27352 2
9.77846 9.04778 9.03092 2
12.6096 8.82373 10.7812 2
10.1208 10.1277 9.26859 2
10.1819 9.55164 9.25356 2
9.16723 12.6442 9.47326 2
9.91003 8.3339 11.7932 2
7.74653 11.2131 9.50934 2
10.8201 9.519 8.61546 2
10.3291 8.83635 9.77061 2
10.321 9.16823 10.3952 2
